 customer_id , txn_date   , txn_type   , txn_amount 
334, 2020-03-19 , withdrawal ,547
334, 2020-02-23 , deposit    ,561
334, 2020-02-12 , deposit    ,280
334, 2020-03-03 , deposit    ,248
143, 2020-03-07 , withdrawal ,574
143, 2020-02-29 , deposit    ,76
143, 2020-04-21 , purchase   ,957
143, 2020-02-04 , purchase   ,343
143, 2020-04-22 , deposit    ,445
143, 2020-04-09 , deposit    ,295
143, 2020-02-01 , deposit    ,483
143, 2020-04-23 , purchase   ,823
143, 2020-03-15 , purchase   ,494
143, 2020-03-04 , deposit    ,24
143, 2020-04-02 , withdrawal ,561
143, 2020-02-20 , deposit    ,602
143, 2020-04-24 , withdrawal ,549
143, 2020-04-19 , purchase   ,333
143, 2020-03-25 , purchase   ,555
406, 2020-04-04 , withdrawal ,606
406, 2020-03-04 , deposit    ,51
406, 2020-04-06 , deposit    ,892
406, 2020-03-02 , deposit    ,177
406, 2020-03-24 , deposit    ,394
406, 2020-03-09 , deposit    ,385
406, 2020-03-12 , withdrawal ,114
406, 2020-04-10 , withdrawal ,342
406, 2020-02-12 , withdrawal ,424
406, 2020-04-03 , withdrawal ,262
406, 2020-03-03 , deposit    ,337
406, 2020-02-01 , deposit    ,829
406, 2020-03-28 , deposit    ,236
406, 2020-02-15 , withdrawal ,69
465, 2020-02-01 , withdrawal ,766
465, 2020-04-06 , purchase   ,156
465, 2020-03-25 , purchase   ,483
465, 2020-02-26 , deposit    ,821
465, 2020-02-11 , deposit    ,775
465, 2020-02-18 , withdrawal ,34
465, 2020-02-22 , deposit    ,238
230, 2020-03-19 , deposit    ,527
230, 2020-03-24 , deposit    ,876
230, 2020-02-09 , deposit    ,959
230, 2020-04-06 , withdrawal ,72
230, 2020-03-02 , deposit    ,35
230, 2020-01-28 , withdrawal ,176
230, 2020-02-08 , withdrawal ,108
230, 2020-02-25 , purchase   ,360
487, 2020-02-21 , deposit    ,165
487, 2020-01-25 , purchase   ,451
487, 2020-02-03 , withdrawal ,118
487, 2020-02-16 , deposit    ,421
487, 2020-02-05 , deposit    ,861
487, 2020-01-17 , deposit    ,24
487, 2020-01-31 , purchase   ,556
487, 2020-02-22 , deposit    ,877
487, 2020-02-05 , withdrawal ,620
487, 2020-04-03 , purchase   ,965
487, 2020-03-24 , withdrawal ,150
487, 2020-02-06 , purchase   ,702
487, 2020-01-18 , deposit    ,372
487, 2020-04-11 , deposit    ,473
346, 2020-04-04 , deposit    ,91
346, 2020-04-02 , withdrawal ,124
346, 2020-04-18 , purchase   ,282
346, 2020-04-04 , withdrawal ,440
346, 2020-02-23 , withdrawal ,600
346, 2020-04-03 , deposit    ,605
346, 2020-04-15 , withdrawal ,850
346, 2020-04-01 , withdrawal ,790
346, 2020-02-14 , withdrawal ,563
346, 2020-02-12 , withdrawal ,805
346, 2020-04-02 , deposit    ,538
346, 2020-04-09 , withdrawal ,505
346, 2020-04-03 , purchase   ,993
356, 2020-02-15 , purchase   ,681
356, 2020-03-26 , purchase   ,539
356, 2020-03-22 , purchase   ,654
356, 2020-04-09 , withdrawal ,644
356, 2020-01-22 , deposit    ,607
356, 2020-01-29 , withdrawal ,783
356, 2020-04-09 , withdrawal ,673
356, 2020-01-31 , purchase   ,444
356, 2020-02-22 , withdrawal ,277
356, 2020-02-01 , withdrawal ,752
356, 2020-01-13 , withdrawal ,532
356, 2020-01-17 , purchase   ,733
356, 2020-03-25 , withdrawal ,568
356, 2020-03-13 , withdrawal ,828
356, 2020-01-19 , withdrawal ,553
356, 2020-04-06 , deposit    ,953
356, 2020-02-11 , purchase   ,349
142, 2020-03-31 , purchase   ,435
142, 2020-03-11 , deposit    ,480
142, 2020-03-08 , deposit    ,55
142, 2020-04-01 , deposit    ,646
142, 2020-01-27 , deposit    ,861
142, 2020-02-10 , withdrawal ,441
142, 2020-02-19 , purchase   ,497
142, 2020-03-04 , withdrawal ,323
81, 2020-02-22 , withdrawal ,558
81, 2020-04-01 , purchase   ,224
81, 2020-03-29 , withdrawal ,643
81, 2020-04-20 , purchase   ,473
81, 2020-03-04 , deposit    ,497
81, 2020-03-09 , deposit    ,741
81, 2020-03-10 , withdrawal ,744
81, 2020-04-14 , deposit    ,494
81, 2020-04-11 , purchase   ,65
81, 2020-02-12 , purchase   ,802
81, 2020-04-19 , withdrawal ,610
128, 2020-04-16 , deposit    ,895
128, 2020-02-11 , purchase   ,246
128, 2020-03-07 , purchase   ,319
128, 2020-03-21 , purchase   ,601
128, 2020-04-06 , purchase   ,321
128, 2020-02-29 , withdrawal ,492
128, 2020-02-04 , deposit    ,472
205, 2020-01-21 , withdrawal ,451
205, 2020-02-14 , withdrawal ,217
205, 2020-01-24 , purchase   ,249
205, 2020-02-03 , deposit    ,767
205, 2020-02-02 , withdrawal ,342
205, 2020-01-12 , purchase   ,671
205, 2020-02-07 , withdrawal ,432
205, 2020-01-07 , purchase   ,361
205, 2020-01-19 , deposit    ,743
205, 2020-02-22 , withdrawal ,587
205, 2020-02-16 , deposit    ,745
205, 2020-01-14 , withdrawal ,300
205, 2020-02-20 , deposit    ,560
205, 2020-01-17 , deposit    ,895
205, 2020-02-03 , deposit    ,683
205, 2020-01-13 , withdrawal ,296
205, 2020-03-15 , purchase   ,144
205, 2020-02-15 , deposit    ,116
380, 2020-01-30 , purchase   ,520
380, 2020-03-28 , withdrawal ,758
380, 2020-03-26 , deposit    ,77
380, 2020-02-17 , deposit    ,230
380, 2020-03-01 , purchase   ,336
380, 2020-03-20 , purchase   ,219
380, 2020-02-16 , deposit    ,833
380, 2020-01-12 , purchase   ,433
380, 2020-02-28 , purchase   ,758
380, 2020-01-17 , deposit    ,48
380, 2020-02-12 , withdrawal ,919
380, 2020-01-17 , withdrawal ,431
380, 2020-02-29 , withdrawal ,18
380, 2020-03-20 , purchase   ,81
380, 2020-03-01 , purchase   ,864
387, 2020-04-13 , withdrawal ,217
387, 2020-03-16 , deposit    ,721
387, 2020-04-01 , deposit    ,808
387, 2020-03-07 , deposit    ,761
387, 2020-01-29 , deposit    ,889
387, 2020-04-12 , purchase   ,688
95, 2020-03-28 , withdrawal ,977
95, 2020-02-16 , deposit    ,706
95, 2020-01-05 , deposit    ,198
95, 2020-02-23 , deposit    ,911
95, 2020-02-26 , deposit    ,930
95, 2020-03-22 , deposit    ,949
95, 2020-02-12 , withdrawal ,622
95, 2020-02-24 , withdrawal ,36
95, 2020-02-27 , purchase   ,538
95, 2020-02-06 , withdrawal ,608
95, 2020-03-27 , deposit    ,978
95, 2020-03-30 , purchase   ,530
95, 2020-03-10 , deposit    ,387
95, 2020-03-07 , purchase   ,321
388, 2020-02-21 , purchase   ,781
388, 2020-01-21 , deposit    ,550
388, 2020-03-04 , deposit    ,472
388, 2020-01-11 , deposit    ,860
388, 2020-02-04 , withdrawal ,336
388, 2020-04-01 , purchase   ,222
91, 2020-03-31 , withdrawal ,909
91, 2020-02-11 , deposit    ,426
91, 2020-01-22 , deposit    ,343
91, 2020-02-17 , withdrawal ,871
91, 2020-02-25 , deposit    ,485
91, 2020-03-30 , deposit    ,486
91, 2020-02-25 , purchase   ,501
91, 2020-04-07 , deposit    ,165
91, 2020-02-10 , withdrawal ,238
91, 2020-03-17 , deposit    ,23
91, 2020-03-14 , purchase   ,322
91, 2020-03-01 , purchase   ,979
91, 2020-02-10 , withdrawal ,476
91, 2020-01-21 , purchase   ,883
91, 2020-01-22 , withdrawal ,145
91, 2020-02-12 , deposit    ,796
91, 2020-02-08 , purchase   ,533
91, 2020-01-21 , withdrawal ,218
144, 2020-02-07 , purchase   ,315
144, 2020-04-02 , purchase   ,763
144, 2020-04-07 , withdrawal ,444
144, 2020-03-24 , deposit    ,316
144, 2020-01-17 , withdrawal ,622
144, 2020-04-10 , deposit    ,230
144, 2020-03-31 , deposit    ,36
144, 2020-04-07 , deposit    ,479
144, 2020-04-05 , deposit    ,104
144, 2020-04-07 , purchase   ,955
144, 2020-03-20 , withdrawal ,118
144, 2020-02-22 , purchase   ,558
144, 2020-02-22 , purchase   ,947
144, 2020-01-22 , withdrawal ,672
144, 2020-02-18 , withdrawal ,725
68, 2020-03-03 , purchase   ,696
68, 2020-03-23 , purchase   ,224
68, 2020-03-24 , deposit    ,234
68, 2020-03-08 , deposit    ,488
68, 2020-03-17 , purchase   ,536
68, 2020-02-27 , purchase   ,296
475, 2020-02-28 , withdrawal ,952
475, 2020-03-24 , deposit    ,596
475, 2020-01-23 , withdrawal ,849
475, 2020-01-21 , deposit    ,525
475, 2020-03-19 , purchase   ,4
475, 2020-02-11 , deposit    ,222
475, 2020-01-10 , withdrawal ,476
475, 2020-03-16 , withdrawal ,522
475, 2020-03-03 , purchase   ,710
475, 2020-01-17 , purchase   ,72
475, 2020-01-09 , deposit    ,713
475, 2020-01-10 , withdrawal ,981
475, 2020-02-28 , deposit    ,51
475, 2020-03-01 , withdrawal ,970
475, 2020-03-05 , withdrawal ,523
475, 2020-03-28 , purchase   ,439
475, 2020-01-26 , purchase   ,85
475, 2020-03-20 , withdrawal ,535
475, 2020-02-13 , purchase   ,614
247, 2020-03-11 , purchase   ,317
247, 2020-02-04 , deposit    ,348
247, 2020-02-15 , purchase   ,754
247, 2020-03-13 , deposit    ,132
247, 2020-03-28 , withdrawal ,95
247, 2020-01-02 , deposit    ,53
120, 2020-02-11 , deposit    ,664
120, 2020-03-20 , withdrawal ,686
120, 2020-03-20 , purchase   ,145
120, 2020-02-10 , deposit    ,313
120, 2020-02-13 , deposit    ,693
120, 2020-02-28 , withdrawal ,582
120, 2020-04-21 , deposit    ,229
120, 2020-03-01 , purchase   ,879
120, 2020-02-22 , purchase   ,343
120, 2020-02-20 , deposit    ,402
120, 2020-02-09 , withdrawal ,374
120, 2020-03-03 , withdrawal ,418
120, 2020-02-17 , purchase   ,654
120, 2020-03-11 , purchase   ,685
120, 2020-04-06 , withdrawal ,794
120, 2020-02-21 , deposit    ,970
500, 2020-03-25 , deposit    ,825
500, 2020-01-25 , withdrawal ,986
500, 2020-01-16 , deposit    ,909
500, 2020-03-07 , purchase   ,452
500, 2020-02-01 , deposit    ,715
500, 2020-03-17 , deposit    ,344
500, 2020-03-22 , withdrawal ,954
500, 2020-03-02 , deposit    ,862
500, 2020-02-07 , purchase   ,49
500, 2020-02-23 , deposit    ,721
500, 2020-01-27 , deposit    ,214
500, 2020-03-01 , purchase   ,929
500, 2020-01-30 , deposit    ,922
500, 2020-01-18 , deposit    ,308
500, 2020-03-11 , purchase   ,426
384, 2020-02-19 , purchase   ,425
384, 2020-02-09 , withdrawal ,835
384, 2020-03-14 , purchase   ,981
384, 2020-03-31 , withdrawal ,220
384, 2020-02-15 , deposit    ,600
384, 2020-01-30 , purchase   ,245
384, 2020-03-01 , deposit    ,654
384, 2020-01-21 , purchase   ,117
384, 2020-02-26 , deposit    ,635
384, 2020-02-26 , purchase   ,460
384, 2020-02-27 , purchase   ,447
384, 2020-02-06 , purchase   ,976
384, 2020-03-03 , withdrawal ,363
384, 2020-02-07 , withdrawal ,568
384, 2020-03-23 , deposit    ,869
311, 2020-04-02 , deposit    ,207
311, 2020-02-11 , deposit    ,476
311, 2020-03-08 , withdrawal ,832
311, 2020-02-09 , withdrawal ,607
311, 2020-03-12 , withdrawal ,853
311, 2020-04-15 , purchase   ,307
311, 2020-02-21 , deposit    ,827
311, 2020-01-25 , purchase   ,994
311, 2020-03-15 , purchase   ,276
311, 2020-01-28 , deposit    ,386
287, 2020-04-11 , withdrawal ,476
287, 2020-03-16 , withdrawal ,932
287, 2020-02-26 , purchase   ,568
287, 2020-03-06 , deposit    ,38
287, 2020-03-28 , purchase   ,538
287, 2020-02-05 , purchase   ,227
287, 2020-04-09 , purchase   ,816
287, 2020-02-01 , deposit    ,966
287, 2020-03-13 , deposit    ,971
287, 2020-03-14 , deposit    ,518
112, 2020-03-18 , purchase   ,322
112, 2020-02-29 , withdrawal ,122
112, 2020-03-04 , purchase   ,523
112, 2020-03-24 , withdrawal ,164
112, 2020-02-29 , withdrawal ,954
112, 2020-02-21 , deposit    ,317
112, 2020-02-09 , deposit    ,707
284, 2020-03-27 , deposit    ,712
284, 2020-03-05 , deposit    ,306
284, 2020-02-18 , withdrawal ,500
284, 2020-02-14 , purchase   ,586
284, 2020-03-04 , purchase   ,852
284, 2020-02-02 , withdrawal ,324
284, 2020-02-11 , purchase   ,210
284, 2020-04-23 , deposit    ,735
284, 2020-03-06 , purchase   ,16
284, 2020-02-05 , purchase   ,687
284, 2020-03-07 , withdrawal ,646
284, 2020-04-10 , deposit    ,356
284, 2020-02-11 , withdrawal ,574
284, 2020-02-22 , deposit    ,290
284, 2020-02-02 , deposit    ,862
284, 2020-03-06 , purchase   ,407
284, 2020-04-07 , withdrawal ,741
284, 2020-02-11 , purchase   ,836
284, 2020-02-24 , purchase   ,294
284, 2020-04-01 , purchase   ,903
284, 2020-03-10 , deposit    ,679
67, 2020-02-05 , deposit    ,748
67, 2020-03-01 , purchase   ,770
67, 2020-01-26 , deposit    ,684
67, 2020-02-07 , purchase   ,393
67, 2020-01-23 , deposit    ,705
67, 2020-04-06 , purchase   ,230
67, 2020-03-01 , deposit    ,873
67, 2020-04-09 , purchase   ,751
67, 2020-04-09 , purchase   ,191
67, 2020-02-18 , deposit    ,617
67, 2020-01-23 , deposit    ,125
67, 2020-03-18 , withdrawal ,907
67, 2020-03-24 , deposit    ,289
67, 2020-04-02 , deposit    ,344
70, 2020-01-28 , withdrawal ,591
70, 2020-03-18 , withdrawal ,62
70, 2020-03-29 , withdrawal ,165
70, 2020-03-17 , deposit    ,337
70, 2020-01-17 , withdrawal ,265
70, 2020-02-13 , deposit    ,659
70, 2020-02-11 , deposit    ,221
70, 2020-01-31 , withdrawal ,117
70, 2020-03-22 , withdrawal ,934
70, 2020-01-26 , purchase   ,602
70, 2020-03-09 , withdrawal ,927
70, 2020-01-22 , deposit    ,205
70, 2020-02-25 , purchase   ,359
236, 2020-03-14 , deposit    ,347
236, 2020-04-01 , purchase   ,501
236, 2020-02-25 , withdrawal ,170
236, 2020-02-05 , deposit    ,335
236, 2020-03-25 , withdrawal ,966
236, 2020-03-23 , deposit    ,419
236, 2020-03-07 , deposit    ,836
236, 2020-02-18 , deposit    ,538
236, 2020-03-19 , withdrawal ,771
236, 2020-04-10 , withdrawal ,73
236, 2020-04-14 , purchase   ,450
234, 2020-02-01 , withdrawal ,110
234, 2020-03-06 , purchase   ,875
234, 2020-01-24 , purchase   ,76
234, 2020-01-04 , purchase   ,134
234, 2020-03-09 , purchase   ,701
234, 2020-01-04 , deposit    ,295
234, 2020-02-02 , withdrawal ,250
234, 2020-01-28 , purchase   ,2
234, 2020-03-03 , purchase   ,325
234, 2020-03-17 , withdrawal ,745
234, 2020-02-29 , deposit    ,927
234, 2020-03-13 , deposit    ,904
234, 2020-02-22 , deposit    ,567
234, 2020-02-18 , purchase   ,834
234, 2020-03-20 , withdrawal ,494
234, 2020-01-06 , deposit    ,418
234, 2020-03-15 , deposit    ,656
234, 2020-03-09 , purchase   ,426
234, 2020-03-29 , purchase   ,592
234, 2020-02-24 , deposit    ,222
234, 2020-01-16 , purchase   ,937
420, 2020-02-10 , purchase   ,430
420, 2020-04-12 , deposit    ,641
420, 2020-03-24 , purchase   ,143
420, 2020-04-21 , deposit    ,486
420, 2020-02-28 , deposit    ,28
420, 2020-04-16 , withdrawal ,313
420, 2020-04-09 , purchase   ,435
420, 2020-02-14 , purchase   ,278
420, 2020-01-24 , purchase   ,431
420, 2020-02-21 , purchase   ,796
420, 2020-03-07 , withdrawal ,103
420, 2020-03-06 , withdrawal ,500
420, 2020-03-05 , deposit    ,406
420, 2020-02-23 , withdrawal ,361
430, 2020-02-29 , deposit    ,743
430, 2020-01-29 , withdrawal ,388
430, 2020-01-25 , withdrawal ,449
430, 2020-03-09 , withdrawal ,968
430, 2020-02-26 , purchase   ,332
430, 2020-03-23 , purchase   ,761
330, 2020-03-11 , purchase   ,43
330, 2020-03-01 , purchase   ,640
330, 2020-04-04 , purchase   ,808
330, 2020-03-31 , withdrawal ,622
330, 2020-03-05 , deposit    ,871
330, 2020-03-25 , purchase   ,943
330, 2020-03-13 , deposit    ,40
330, 2020-02-28 , purchase   ,140
330, 2020-03-08 , deposit    ,356
330, 2020-02-19 , deposit    ,498
330, 2020-02-09 , deposit    ,771
330, 2020-02-18 , withdrawal ,856
330, 2020-01-28 , deposit    ,286
330, 2020-03-24 , purchase   ,784
162, 2020-02-08 , purchase   ,186
162, 2020-02-01 , deposit    ,847
394, 2020-01-19 , deposit    ,798
394, 2020-02-05 , purchase   ,313
394, 2020-01-27 , deposit    ,965
394, 2020-02-16 , purchase   ,468
394, 2020-03-14 , withdrawal ,570
394, 2020-01-14 , withdrawal ,294
394, 2020-03-16 , withdrawal ,654
394, 2020-02-09 , deposit    ,259
394, 2020-01-11 , purchase   ,218
394, 2020-02-19 , deposit    ,769
394, 2020-01-07 , deposit    ,255
394, 2020-01-04 , deposit    ,908
394, 2020-02-01 , purchase   ,850
394, 2020-02-21 , purchase   ,839
394, 2020-02-28 , deposit    ,818
217, 2020-02-21 , deposit    ,475
217, 2020-01-17 , deposit    ,847
217, 2020-03-26 , deposit    ,35
217, 2020-02-23 , withdrawal ,582
217, 2020-02-17 , deposit    ,299
217, 2020-01-17 , withdrawal ,667
217, 2020-01-23 , deposit    ,188
217, 2020-02-29 , deposit    ,622
217, 2020-03-15 , deposit    ,713
217, 2020-01-09 , withdrawal ,281
217, 2020-02-26 , withdrawal ,99
217, 2020-03-25 , purchase   ,487
217, 2020-02-15 , purchase   ,15
217, 2020-03-13 , withdrawal ,555
217, 2020-02-01 , deposit    ,304
217, 2020-03-27 , withdrawal ,951
217, 2020-02-16 , withdrawal ,909
217, 2020-02-13 , deposit    ,874
217, 2020-03-31 , purchase   ,585
5, 2020-03-31 , purchase   ,783
5, 2020-03-26 , withdrawal ,786
5, 2020-04-02 , withdrawal ,490
5, 2020-01-25 , deposit    ,806
5, 2020-03-29 , purchase   ,852
5, 2020-03-27 , deposit    ,412
5, 2020-03-19 , deposit    ,718
5, 2020-03-27 , withdrawal ,700
5, 2020-01-31 , withdrawal ,826
5, 2020-03-02 , purchase   ,886
382, 2020-03-26 , deposit    ,499
382, 2020-02-11 , purchase   ,59
382, 2020-03-29 , deposit    ,340
382, 2020-03-07 , withdrawal ,64
382, 2020-03-31 , deposit    ,39
382, 2020-03-18 , withdrawal ,386
382, 2020-02-17 , deposit    ,866
382, 2020-01-22 , withdrawal ,410
382, 2020-01-10 , deposit    ,95
382, 2020-02-22 , withdrawal ,579
382, 2020-02-27 , withdrawal ,736
382, 2020-01-03 , purchase   ,512
382, 2020-03-01 , purchase   ,374
137, 2020-02-16 , purchase   ,752
137, 2020-01-20 , purchase   ,403
137, 2020-01-23 , purchase   ,82
327, 2020-03-14 , purchase   ,680
327, 2020-03-27 , deposit    ,624
327, 2020-03-22 , purchase   ,562
327, 2020-01-22 , deposit    ,620
327, 2020-03-27 , purchase   ,465
412, 2020-02-19 , withdrawal ,114
412, 2020-01-03 , purchase   ,242
412, 2020-01-06 , deposit    ,583
257, 2020-03-18 , withdrawal ,31
257, 2020-03-20 , deposit    ,769
257, 2020-03-19 , deposit    ,401
257, 2020-02-13 , withdrawal ,319
257, 2020-02-24 , purchase   ,546
257, 2020-03-16 , purchase   ,53
257, 2020-02-28 , withdrawal ,681
257, 2020-03-03 , deposit    ,815
257, 2020-02-22 , deposit    ,501
257, 2020-03-07 , withdrawal ,105
257, 2020-02-19 , purchase   ,929
257, 2020-02-17 , deposit    ,13
257, 2020-04-13 , purchase   ,504
257, 2020-01-27 , withdrawal ,79
257, 2020-03-01 , withdrawal ,659
257, 2020-02-04 , purchase   ,62
416, 2020-04-07 , deposit    ,675
416, 2020-03-13 , purchase   ,144
416, 2020-02-20 , purchase   ,186
416, 2020-02-02 , deposit    ,996
416, 2020-02-03 , withdrawal ,990
416, 2020-03-11 , deposit    ,407
416, 2020-03-10 , deposit    ,904
416, 2020-03-14 , deposit    ,791
416, 2020-03-23 , deposit    ,660
416, 2020-02-17 , deposit    ,990
416, 2020-02-10 , deposit    ,699
416, 2020-03-27 , purchase   ,584
416, 2020-04-10 , purchase   ,70
416, 2020-02-03 , withdrawal ,806
416, 2020-02-12 , deposit    ,256
416, 2020-03-24 , purchase   ,425
416, 2020-04-04 , purchase   ,183
416, 2020-04-03 , deposit    ,152
320, 2020-02-23 , purchase   ,216
320, 2020-02-23 , purchase   ,440
320, 2020-01-11 , deposit    ,2
320, 2020-03-08 , deposit    ,538
320, 2020-02-10 , deposit    ,224
320, 2020-01-24 , deposit    ,782
320, 2020-04-03 , deposit    ,267
320, 2020-03-27 , purchase   ,208
320, 2020-02-24 , purchase   ,575
320, 2020-02-25 , withdrawal ,408
320, 2020-01-19 , deposit    ,917
320, 2020-02-07 , deposit    ,898
320, 2020-04-07 , deposit    ,345
109, 2020-02-05 , deposit    ,717
109, 2020-02-08 , deposit    ,578
109, 2020-02-03 , deposit    ,767
348, 2020-04-14 , deposit    ,329
348, 2020-02-06 , deposit    ,885
348, 2020-03-12 , deposit    ,454
348, 2020-03-16 , purchase   ,255
348, 2020-03-13 , withdrawal ,468
348, 2020-04-16 , purchase   ,845
348, 2020-01-30 , purchase   ,797
348, 2020-04-15 , deposit    ,719
375, 2020-03-03 , withdrawal ,798
375, 2020-02-17 , purchase   ,464
375, 2020-04-11 , withdrawal ,851
375, 2020-03-28 , deposit    ,30
375, 2020-02-09 , deposit    ,169
375, 2020-02-03 , deposit    ,683
375, 2020-02-03 , withdrawal ,707
344, 2020-02-21 , deposit    ,945
344, 2020-03-07 , purchase   ,3
344, 2020-01-26 , withdrawal ,831
344, 2020-02-09 , deposit    ,553
344, 2020-03-27 , withdrawal ,103
344, 2020-01-15 , deposit    ,368
344, 2020-02-07 , deposit    ,937
344, 2020-03-03 , withdrawal ,981
344, 2020-01-11 , withdrawal ,148
344, 2020-02-29 , deposit    ,90
344, 2020-03-19 , deposit    ,704
344, 2020-02-05 , withdrawal ,459
344, 2020-01-20 , withdrawal ,855
344, 2020-02-19 , purchase   ,591
344, 2020-03-12 , deposit    ,416
344, 2020-03-27 , deposit    ,308
344, 2020-01-16 , withdrawal ,282
344, 2020-03-13 , deposit    ,629
344, 2020-02-13 , purchase   ,596
344, 2020-02-23 , deposit    ,558
261, 2020-03-02 , purchase   ,778
261, 2020-02-20 , withdrawal ,339
261, 2020-02-14 , deposit    ,27
261, 2020-03-07 , withdrawal ,959
261, 2020-02-04 , deposit    ,974
261, 2020-04-05 , deposit    ,298
166, 2020-04-06 , deposit    ,185
166, 2020-04-13 , deposit    ,295
166, 2020-02-13 , deposit    ,589
166, 2020-03-25 , withdrawal ,528
166, 2020-03-11 , deposit    ,285
367, 2020-02-16 , deposit    ,595
367, 2020-04-11 , withdrawal ,144
367, 2020-04-06 , deposit    ,355
367, 2020-02-24 , purchase   ,335
367, 2020-02-07 , purchase   ,693
367, 2020-04-18 , deposit    ,499
367, 2020-03-06 , withdrawal ,779
367, 2020-02-08 , withdrawal ,460
367, 2020-02-16 , withdrawal ,394
367, 2020-02-17 , deposit    ,581
367, 2020-03-17 , withdrawal ,84
367, 2020-04-05 , deposit    ,694
367, 2020-03-12 , withdrawal ,784
367, 2020-03-03 , withdrawal ,987
352, 2020-03-14 , purchase   ,250
352, 2020-03-12 , withdrawal ,699
352, 2020-03-20 , deposit    ,787
352, 2020-04-14 , deposit    ,379
352, 2020-02-13 , purchase   ,579
352, 2020-02-20 , purchase   ,460
352, 2020-02-07 , withdrawal ,989
352, 2020-04-11 , purchase   ,874
108, 2020-04-05 , deposit    ,737
108, 2020-04-18 , deposit    ,990
108, 2020-04-05 , purchase   ,335
108, 2020-04-25 , deposit    ,184
108, 2020-03-26 , deposit    ,808
108, 2020-02-12 , purchase   ,529
108, 2020-04-08 , purchase   ,163
108, 2020-04-18 , withdrawal ,279
108, 2020-02-27 , deposit    ,737
481, 2020-01-13 , withdrawal ,42
481, 2020-01-08 , purchase   ,790
481, 2020-02-27 , purchase   ,507
481, 2020-03-25 , deposit    ,39
481, 2020-03-09 , withdrawal ,431
481, 2020-01-08 , purchase   ,606
481, 2020-02-17 , withdrawal ,123
481, 2020-03-16 , withdrawal ,179
481, 2020-03-16 , withdrawal ,726
481, 2020-02-10 , withdrawal ,879
481, 2020-03-29 , deposit    ,808
331, 2020-01-27 , purchase   ,427
331, 2020-02-11 , withdrawal ,561
331, 2020-01-24 , deposit    ,443
331, 2020-02-18 , withdrawal ,588
331, 2020-03-07 , deposit    ,488
331, 2020-03-02 , withdrawal ,17
331, 2020-01-29 , withdrawal ,636
331, 2020-02-15 , withdrawal ,15
331, 2020-02-12 , purchase   ,232
331, 2020-02-19 , deposit    ,956
331, 2020-03-29 , withdrawal ,22
331, 2020-02-06 , deposit    ,321
331, 2020-01-19 , withdrawal ,385
331, 2020-03-24 , purchase   ,330
331, 2020-03-09 , purchase   ,895
133, 2020-01-23 , withdrawal ,635
133, 2020-02-26 , purchase   ,12
293, 2020-02-13 , withdrawal ,464
293, 2020-02-24 , deposit    ,756
293, 2020-03-03 , deposit    ,270
293, 2020-01-30 , purchase   ,993
293, 2020-04-09 , purchase   ,730
293, 2020-02-04 , deposit    ,48
293, 2020-02-16 , withdrawal ,804
293, 2020-02-29 , deposit    ,361
293, 2020-01-29 , withdrawal ,27
293, 2020-01-31 , deposit    ,96
293, 2020-03-28 , withdrawal ,588
293, 2020-02-04 , withdrawal ,966
172, 2020-03-13 , withdrawal ,446
172, 2020-01-14 , withdrawal ,966
172, 2020-01-31 , deposit    ,244
172, 2020-03-16 , withdrawal ,477
172, 2020-03-10 , deposit    ,59
215, 2020-02-15 , deposit    ,813
215, 2020-02-13 , deposit    ,157
215, 2020-03-13 , purchase   ,861
215, 2020-02-25 , purchase   ,966
215, 2020-04-16 , withdrawal ,283
215, 2020-02-28 , deposit    ,978
215, 2020-03-05 , purchase   ,212
215, 2020-02-21 , purchase   ,34
218, 2020-03-08 , deposit    ,583
218, 2020-03-15 , deposit    ,766
218, 2020-02-16 , purchase   ,142
218, 2020-03-02 , withdrawal ,146
218, 2020-03-19 , deposit    ,333
218, 2020-02-12 , purchase   ,697
218, 2020-03-04 , deposit    ,67
218, 2020-03-22 , purchase   ,494
218, 2020-03-10 , deposit    ,829
218, 2020-03-05 , deposit    ,33
218, 2020-03-23 , purchase   ,228
218, 2020-02-28 , deposit    ,749
218, 2020-02-09 , purchase   ,805
218, 2020-03-15 , deposit    ,80
218, 2020-04-10 , withdrawal ,80
218, 2020-04-19 , deposit    ,877
218, 2020-03-08 , withdrawal ,774
218, 2020-03-13 , purchase   ,894
218, 2020-02-13 , purchase   ,933
218, 2020-03-03 , deposit    ,1000
218, 2020-04-04 , deposit    ,835
20, 2020-03-10 , deposit    ,257
20, 2020-02-24 , withdrawal ,342
20, 2020-02-13 , deposit    ,40
20, 2020-02-15 , withdrawal ,156
20, 2020-01-28 , withdrawal ,403
20, 2020-02-06 , deposit    ,512
365, 2020-02-27 , withdrawal ,296
365, 2020-03-30 , purchase   ,106
365, 2020-01-28 , withdrawal ,251
365, 2020-03-12 , withdrawal ,750
365, 2020-02-21 , deposit    ,715
365, 2020-04-08 , deposit    ,469
365, 2020-04-23 , purchase   ,925
365, 2020-01-26 , withdrawal ,412
365, 2020-02-25 , purchase   ,462
365, 2020-03-25 , purchase   ,152
365, 2020-04-15 , withdrawal ,229
365, 2020-02-04 , deposit    ,355
365, 2020-03-21 , deposit    ,689
98, 2020-03-01 , withdrawal ,179
98, 2020-04-13 , deposit    ,453
98, 2020-03-07 , deposit    ,193
98, 2020-02-25 , withdrawal ,108
98, 2020-03-28 , deposit    ,252
98, 2020-04-02 , deposit    ,683
